
"PowerShares QQQ Trust, Series 1 (ETF)",Last: 720.1,Change:  7.95
Date: 14 de julio de 2026 a las 17:50 GMT-4,Bid: 720,Ask: 720.1,Size: 560*160,Volume: 29.187.025
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Aug 28 2026,QQQ260828C00744000,11.64,0,13.39,13.65,0,0.2173,0.3731,0.0069,13,744.00,QQQ260828P00744000,0,0,32.61,34.81,0,0.2087,-0.6433,0.0072,0
Fri Aug 28 2026,QQQ260828C00745000,13.22,2.39,12.99,13.25,5,0.2166,0.366,0.0068,15,745.00,QQQ260828P00745000,0,0,34.84,35.37,0,0.2164,-0.6509,0.0072,0
Fri Aug 28 2026,QQQ260828C00746000,16.23,0,12.59,12.84,0,0.2161,0.3584,0.0068,2,746.00,QQQ260828P00746000,0,0,33.82,36.03,0,0.207,-0.6584,0.0072,0
Fri Aug 28 2026,QQQ260828C00747000,10.74,0,12.2,12.45,0,0.2154,0.3513,0.0068,1,747.00,QQQ260828P00747000,0,0,35.93,36.66,0,0.2146,-0.6656,0.0072,0
Fri Aug 28 2026,QQQ260828C00748000,12.54,2.775,11.81,12.07,1040,0.2147,0.3443,0.0068,2,748.00,QQQ260828P00748000,35.12,0,36.63,37.28,0,0.2141,-0.6734,0.0071,1
Fri Aug 28 2026,QQQ260828C00749000,11.4,0,11.44,11.69,0,0.214,0.3372,0.0067,5,749.00,QQQ260828P00749000,0,0,35.72,37.93,0,0.2046,-0.6809,0.0071,0
Fri Aug 28 2026,QQQ260828C00750000,11.33,2.22,11.07,11.31,76,0.2132,0.3302,0.0067,103,750.00,QQQ260828P00750000,38.8,-5.86,37.95,38.53,1,0.2126,-0.6884,0.0071,0
Fri Aug 28 2026,QQQ260828C00751000,10.09,1.26,10.71,10.96,6,0.2125,0.3235,0.0066,15,751.00,QQQ260828P00751000,38.46,-6.86,36.96,40.45,1,0.2099,-0.6957,0.007,0
Fri Aug 28 2026,QQQ260828C00752000,9.11,0,10.36,10.61,0,0.2118,0.3165,0.0066,1,752.00,QQQ260828P00752000,0,0,37.63,39.92,0,0.202,-0.7033,0.007,0
Fri Aug 28 2026,QQQ260828C00753000,10.03,1.735,10.02,10.26,5,0.2112,0.3096,0.0066,10,753.00,QQQ260828P00753000,0,0,38.3,41.93,0,0.2092,-0.7108,0.007,0
Fri Aug 28 2026,QQQ260828C00754000,9.97,2.01,9.69,9.92,9,0.2105,0.3028,0.0065,11,754.00,QQQ260828P00754000,0,0,38.99,42.74,0,0.2093,-0.7181,0.007,0
Fri Aug 28 2026,QQQ260828C00755000,9.4,1.75,9.36,9.59,16,0.2098,0.296,0.0065,32,755.00,QQQ260828P00755000,0,0,39.68,41.95,0,0.1996,-0.7254,0.0069,0
Fri Aug 28 2026,QQQ260828C00756000,7.6,0,9.04,9.28,0,0.2092,0.2893,0.0064,20,756.00,QQQ260828P00756000,0,0,40.38,44.24,0,0.2087,-0.7327,0.0069,0
Fri Aug 28 2026,QQQ260828C00757000,8.66,1.565,8.73,8.96,1,0.2086,0.2826,0.0064,4,757.00,QQQ260828P00757000,40.73,0,42.76,44.94,0,0.2183,-0.7399,0.0068,1
Fri Aug 28 2026,QQQ260828C00758000,8.44,0,8.43,8.66,0,0.208,0.2759,0.0063,1,758.00,QQQ260828P00758000,0,0,41.8,45.66,0,0.2074,-0.7471,0.0068,0
Fri Aug 28 2026,QQQ260828C00759000,8.72,2.095,8.13,8.36,4,0.2074,0.2694,0.0063,30,759.00,QQQ260828P00759000,0,0,42.53,46.39,0,0.2068,-0.7542,0.0067,0
Fri Aug 28 2026,QQQ260828C00760000,7.92,1.555,7.84,8.07,26,0.2068,0.2628,0.0062,68,760.00,QQQ260828P00760000,0,0,44.68,46.99,0,0.2145,-0.7613,0.0067,0
Fri Aug 28 2026,QQQ260828C00765000,6.57,1.28,6.52,6.74,343,0.2041,0.2313,0.0059,82,765.00,QQQ260828P00765000,0,0,47.06,50.92,0,0.2035,-0.796,0.0064,0
Fri Aug 28 2026,QQQ260828C00770000,5.51,1.145,5.39,5.58,61,0.2017,0.2016,0.0055,48,770.00,QQQ260828P00770000,0,0,51.05,54.92,0,0.201,-0.8288,0.006,0
Fri Aug 28 2026,QQQ260828C00775000,4.59,1.01,4.41,4.55,81,0.1992,0.1742,0.0051,190,775.00,QQQ260828P00775000,59.78,0,55.24,59.1,0,0.199,-0.86,0.0057,1
Fri Aug 28 2026,QQQ260828C00780000,3.63,0.715,3.58,3.72,105,0.1972,0.1491,0.0046,63,780.00,QQQ260828P00780000,61.68,-8.43,59.59,63.17,7,0.1939,-0.8888,0.0053,0
Fri Aug 28 2026,QQQ260828C00785000,2.93,0.565,2.92,3.03,81,0.1959,0.1266,0.0042,121,785.00,QQQ260828P00785000,0,0,64.11,67.7,0,0.192,-0.9157,0.005,0
Fri Aug 28 2026,QQQ260828C00790000,2.35,0.435,2.37,2.46,157,0.1949,0.1068,0.0037,48,790.00,QQQ260828P00790000,66.41,0,68.77,72.63,0,0.1953,-0.9416,0.0049,0
Fri Aug 28 2026,QQQ260828C00795000,1.91,0.365,1.9,1.99,6,0.1939,0.0897,0.0033,54,795.00,QQQ260828P00795000,0,0,73.55,77.16,0,0.186,-0.9627,0.0044,0
Fri Aug 28 2026,QQQ260828C00800000,1.54,0.295,1.53,1.6,110,0.1932,0.0752,0.0029,9,800.00,QQQ260828P00800000,0,0,78.42,82.04,0,0,-0.9804,0.0031,0
Fri Aug 28 2026,QQQ260828C00805000,1,0,1.24,1.3,0,0.1933,0.063,0.0025,9,805.00,QQQ260828P00805000,0,0,83.37,86.95,0,0,-0.9918,0.0019,0
Fri Aug 28 2026,QQQ260828C00810000,1.03,0.21,1,1.06,99,0.1935,0.0528,0.0022,28,810.00,QQQ260828P00810000,0,0,88.37,91.98,0,0,-0.9969,0.0007,0
Fri Aug 28 2026,QQQ260828C00815000,0.83,0.16,0.8,0.87,3,0.1938,0.0445,0.0019,0,815.00,QQQ260828P00815000,0,0,93.37,97,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00820000,0.68,0.13,0.65,0.72,3,0.1947,0.0376,0.0016,35,820.00,QQQ260828P00820000,0,0,98.36,101.94,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00825000,0.51,0.05,0.53,0.6,1,0.1958,0.032,0.0014,1,825.00,QQQ260828P00825000,105.16,-8.695,103.36,106.97,2,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00830000,0.53,0.14,0.44,0.51,30,0.1976,0.0273,0.0012,30,830.00,QQQ260828P00830000,0,0,108.36,111.97,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00835000,0.39,0.055,0.37,0.43,2,0.1994,0.0234,0.0011,0,835.00,QQQ260828P00835000,0,0,113.36,116.94,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00840000,0,0,0.32,0.37,0,0.202,0.0201,0.0009,0,840.00,QQQ260828P00840000,0,0,118.36,121.97,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00845000,0,0,0.27,0.33,0,0.2047,0.0174,0.0008,0,845.00,QQQ260828P00845000,0,0,123.36,126.97,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00850000,0.27,0,0.23,0.29,0,0.2072,0.0152,0.0007,1,850.00,QQQ260828P00850000,0,0,128.36,131.96,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00860000,0,0,0.18,0.23,0,0.2132,0.0118,0.0006,0,860.00,QQQ260828P00860000,0,0,138.36,141.94,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00870000,0.14,0.005,0.14,0.18,92,0.2191,0.0092,0.0004,2,870.00,QQQ260828P00870000,0,0,148.36,151.96,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00880000,0.11,0.005,0.11,0.15,10,0.2251,0.0073,0.0004,4,880.00,QQQ260828P00880000,0,0,158.36,161.96,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00885000,0,0,0.09,0.14,0,0.2276,0.0066,0.0003,0,885.00,QQQ260828P00885000,0,0,163.36,166.96,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00890000,0.18,0,0.08,0.12,0,0.2296,0.0059,0.0003,5,890.00,QQQ260828P00890000,0,0,168.36,171.97,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00895000,0,0,0.07,0.12,0,0.2337,0.0053,0.0003,0,895.00,QQQ260828P00895000,0,0,173.36,176.94,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00900000,0,0,0.06,0.11,0,0.2363,0.0048,0.0002,0,900.00,QQQ260828P00900000,0,0,178.36,181.98,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00905000,0,0,0.05,0.1,0,0.2385,0.0043,0.0002,0,905.00,QQQ260828P00905000,0,0,183.36,186.96,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00910000,0,0,0.05,0.09,0,0.242,0.0039,0.0002,0,910.00,QQQ260828P00910000,0,0,188.36,191.97,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00915000,0,0,0.04,0.09,0,0.2454,0.0035,0.0002,0,915.00,QQQ260828P00915000,0,0,193.36,196.94,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00920000,0.04,0,0.04,0.08,0,0.2485,0.0032,0.0001,1,920.00,QQQ260828P00920000,0,0,198.36,201.96,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00925000,0.05,0,0.03,0.08,2,0.2514,0.0029,0.0001,0,925.00,QQQ260828P00925000,0,0,203.36,206.96,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00930000,0,0,0.03,0.08,0,0.2563,0.0026,0.0001,0,930.00,QQQ260828P00930000,0,0,208.36,211.99,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00935000,0,0,0.03,0.07,0,0.2589,0.0024,0.0001,0,935.00,QQQ260828P00935000,0,0,213.36,216.97,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00940000,0.03,0,0.02,0.07,0,0.2611,0.0022,0.0001,1,940.00,QQQ260828P00940000,0,0,218.37,221.97,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00945000,0,0,0.02,0.07,0,0.2658,0.002,0.0001,0,945.00,QQQ260828P00945000,0,0,223.37,226.94,0,0,-1,0,0
Fri Aug 28 2026,QQQ260828C00950000,0.03,0,0.02,0.07,0,0.2706,0.0018,0.0001,1004,950.00,QQQ260828P00950000,0,0,228.37,231.96,0,0,-1,0,0
Mon Aug 31 2026,QQQ260831C00490000,0,0,231.16,234.7,0,0.513,0.9889,0.0002,0,490.00,QQQ260831P00490000,0.46,-0.08,0.45,0.51,4,0.4854,-0.0108,0.0002,255
Mon Aug 31 2026,QQQ260831C00495000,0,0,226.17,229.76,0,0.5019,0.988,0.0002,0,495.00,QQQ260831P00495000,0.85,0,0.47,0.54,0,0.4774,-0.0116,0.0002,103
Mon Aug 31 2026,QQQ260831C00500000,233.1,0,221.25,224.82,0,0.4942,0.9872,0.0003,8,500.00,QQQ260831P00500000,0.54,-0.08,0.51,0.58,5,0.4714,-0.0124,0.0003,178
Mon Aug 31 2026,QQQ260831C00505000,213.19,0,216.32,219.88,0,0.486,0.9862,0.0003,2,505.00,QQQ260831P00505000,0.97,0,0.55,0.61,0,0.4638,-0.0134,0.0003,12
Mon Aug 31 2026,QQQ260831C00510000,216.86,0,211.38,214.95,0,0.4776,0.9852,0.0003,2,510.00,QQQ260831P00510000,0.59,-0.14,0.58,0.66,8,0.4573,-0.0144,0.0003,359
Mon Aug 31 2026,QQQ260831C00515000,0,0,206.45,210.02,0,0.4695,0.984,0.0003,0,515.00,QQQ260831P00515000,0.68,-0.1,0.63,0.7,5,0.4503,-0.0156,0.0003,45
Mon Aug 31 2026,QQQ260831C00520000,0,0,201.55,205.1,0,0.4628,0.9828,0.0004,0,520.00,QQQ260831P00520000,0.7,-0.135,0.68,0.75,5,0.4439,-0.0168,0.0004,189
Mon Aug 31 2026,QQQ260831C00525000,224.22,0,196.59,200.18,0,0.4536,0.9815,0.0004,1,525.00,QQQ260831P00525000,0.77,-0.13,0.73,0.8,18,0.4371,-0.0182,0.0004,144
Mon Aug 31 2026,QQQ260831C00530000,177.96,0,191.68,195.26,0,0.4461,0.98,0.0004,0,530.00,QQQ260831P00530000,0.99,0,0.79,0.86,0,0.4308,-0.0197,0.0004,203
Mon Aug 31 2026,QQQ260831C00535000,178.82,0,186.8,190.35,0,0.4397,0.9784,0.0005,2,535.00,QQQ260831P00535000,0.88,0,0.85,0.92,0,0.4242,-0.0213,0.0005,236
Mon Aug 31 2026,QQQ260831C00540000,0,0,181.89,185.44,0,0.4321,0.9767,0.0005,0,540.00,QQQ260831P00540000,0.9,-0.23,0.92,0.99,1,0.418,-0.023,0.0005,555
Mon Aug 31 2026,QQQ260831C00545000,195.32,0,176.84,180.54,0,0.4202,0.9748,0.0005,1,545.00,QQQ260831P00545000,1.04,0,0.99,1.07,0,0.4121,-0.0248,0.0005,251
Mon Aug 31 2026,QQQ260831C00550000,167.8,0,172.09,175.65,0,0.4176,0.9728,0.0006,58,550.00,QQQ260831P00550000,1.1,-0.22,1.08,1.15,3,0.4061,-0.0269,0.0006,322
Mon Aug 31 2026,QQQ260831C00555000,150.94,0,167.21,170.77,0,0.4109,0.9705,0.0006,6,555.00,QQQ260831P00555000,1.17,-0.255,1.16,1.24,1,0.3997,-0.0292,0.0006,355
Mon Aug 31 2026,QQQ260831C00560000,159.13,0,162.29,165.89,0,0.4029,0.968,0.0007,28,560.00,QQQ260831P00560000,1.25,-0.295,1.25,1.34,6,0.3936,-0.0317,0.0007,216
Mon Aug 31 2026,QQQ260831C00565000,181.99,0,157.42,161.02,0,0.3961,0.9654,0.0008,18,565.00,QQQ260831P00565000,1.68,0,1.37,1.44,0,0.388,-0.0343,0.0008,316
Mon Aug 31 2026,QQQ260831C00570000,153.38,0,152.57,156.16,0,0.3897,0.9624,0.0008,4,570.00,QQQ260831P00570000,1.47,-0.355,1.49,1.55,5,0.3819,-0.0373,0.0008,666
Mon Aug 31 2026,QQQ260831C00575000,168.41,0,147.71,151.32,0,0.3831,0.9592,0.0009,3,575.00,QQQ260831P00575000,1.61,-0.375,1.61,1.69,28,0.3762,-0.0405,0.0009,407
Mon Aug 31 2026,QQQ260831C00580000,141.59,5.41,142.87,146.48,2,0.3765,0.9557,0.001,5,580.00,QQQ260831P00580000,1.72,-0.44,1.76,1.84,8,0.3709,-0.044,0.001,419
Mon Aug 31 2026,QQQ260831C00585000,159.58,0,138.15,141.67,0,0.3724,0.9518,0.001,13,585.00,QQQ260831P00585000,1.87,-0.485,1.91,1.98,2,0.3647,-0.048,0.001,200
Mon Aug 31 2026,QQQ260831C00590000,130.1,0,133.32,136.86,0,0.3656,0.9476,0.0011,6,590.00,QQQ260831P00590000,2.05,-0.51,2.08,2.17,7,0.3593,-0.0523,0.0011,1252
Mon Aug 31 2026,QQQ260831C00595000,141.55,0,128.22,132.08,0,0.3545,0.9429,0.0012,6,595.00,QQQ260831P00595000,2.24,-0.56,2.27,2.36,117,0.3538,-0.057,0.0012,1295
Mon Aug 31 2026,QQQ260831C00600000,117.14,0,123.69,127.31,0,0.3526,0.9378,0.0013,73,600.00,QQQ260831P00600000,2.46,-0.6,2.48,2.56,182,0.3483,-0.0621,0.0013,9616
Mon Aug 31 2026,QQQ260831C00605000,114.13,0,119.02,122.57,0,0.3481,0.9322,0.0014,19,605.00,QQQ260831P00605000,2.66,-0.685,2.71,2.8,48,0.343,-0.0678,0.0015,229
Mon Aug 31 2026,QQQ260831C00610000,110.29,0,113.98,117.85,0,0.338,0.926,0.0016,52,610.00,QQQ260831P00610000,2.88,-0.785,2.96,3.04,22,0.3376,-0.074,0.0016,529
Mon Aug 31 2026,QQQ260831C00615000,109.04,5.875,109.28,111.96,2,0.3165,0.9193,0.0017,18,615.00,QQQ260831P00615000,3.2,-0.815,3.24,3.33,14,0.3324,-0.0808,0.0017,9559
Mon Aug 31 2026,QQQ260831C00620000,101.5,0,104.62,108.48,0,0.3275,0.9118,0.0019,52,620.00,QQQ260831P00620000,3.46,-0.935,3.55,3.64,18,0.3276,-0.0881,0.0019,427
Mon Aug 31 2026,QQQ260831C00625000,96.56,0,99.98,102.66,0,0.3083,0.9037,0.002,37,625.00,QQQ260831P00625000,3.83,-0.99,3.89,3.99,23,0.3226,-0.0963,0.002,711
Mon Aug 31 2026,QQQ260831C00630000,102.5,0,95.75,99.25,0,0.3211,0.8949,0.0022,35,630.00,QQQ260831P00630000,4.15,-1.135,4.24,4.4,24,0.3176,-0.1052,0.0022,1175
Mon Aug 31 2026,QQQ260831C00635000,88.67,0,90.83,93.5,0,0.3002,0.8852,0.0024,22,635.00,QQQ260831P00635000,4.83,-0.97,4.66,4.82,45,0.3127,-0.115,0.0024,414
Mon Aug 31 2026,QQQ260831C00640000,84.51,0,88.03,88.71,0,0.3098,0.8746,0.0026,25,640.00,QQQ260831P00640000,5.1,-1.27,5.12,5.25,200,0.3074,-0.1258,0.0026,1058
Mon Aug 31 2026,QQQ260831C00645000,79.03,0,82.02,85.71,0,0.3042,0.8631,0.0028,14,645.00,QQQ260831P00645000,5.58,-1.41,5.63,5.79,34,0.3031,-0.1373,0.0028,353
Mon Aug 31 2026,QQQ260831C00650000,79.57,7.605,78.02,79.86,2,0.2909,0.8506,0.003,238,650.00,QQQ260831P00650000,6.13,-1.54,6.19,6.36,142,0.2984,-0.1499,0.003,3940
Mon Aug 31 2026,QQQ260831C00655000,74.95,6.485,73.07,76.93,5,0.2932,0.837,0.0032,23,655.00,QQQ260831P00655000,6.73,-1.7,6.8,6.98,9,0.2937,-0.1636,0.0032,412
Mon Aug 31 2026,QQQ260831C00660000,65.14,0,68.82,72.63,0,0.289,0.8223,0.0034,40,660.00,QQQ260831P00660000,7.39,-1.86,7.48,7.64,95,0.2889,-0.1785,0.0035,1599
Mon Aug 31 2026,QQQ260831C00665000,61.06,0,66.21,67.17,0,0.2871,0.8065,0.0037,22,665.00,QQQ260831P00665000,8.17,-1.98,8.23,8.41,46,0.2845,-0.1946,0.0037,233
Mon Aug 31 2026,QQQ260831C00670000,62.45,6.31,62.06,62.76,82,0.2808,0.7893,0.0039,414,670.00,QQQ260831P00670000,8.9,-2.235,9.05,9.23,90,0.2798,-0.2121,0.004,1050
Mon Aug 31 2026,QQQ260831C00675000,58.2,5.94,57.98,58.75,5,0.2766,0.7709,0.0042,105,675.00,QQQ260831P00675000,9.85,-2.39,9.95,10.14,86,0.2754,-0.2306,0.0042,469
Mon Aug 31 2026,QQQ260831C00676000,60.24,0,57.18,58.1,0,0.2767,0.7671,0.0042,2,676.00,QQQ260831P00676000,9.86,-2.6,10.14,10.32,9,0.2745,-0.2346,0.0043,172
Mon Aug 31 2026,QQQ260831C00677000,50.75,0,56.38,57.29,0,0.2758,0.7632,0.0043,5,677.00,QQQ260831P00677000,10.09,-2.6,10.33,10.52,9,0.2735,-0.2387,0.0044,28
Mon Aug 31 2026,QQQ260831C00678000,64.52,0,55.58,56.21,0,0.2731,0.7592,0.0044,1,678.00,QQQ260831P00678000,10.27,-2.66,10.53,10.71,137,0.2726,-0.2425,0.0044,127
Mon Aug 31 2026,QQQ260831C00679000,67.63,0,54.78,55.42,0,0.2722,0.7552,0.0044,7,679.00,QQQ260831P00679000,10.53,-2.64,10.73,10.93,14,0.2718,-0.2466,0.0045,130
Mon Aug 31 2026,QQQ260831C00680000,50.17,0,54.01,54.73,0,0.272,0.7511,0.0045,108,680.00,QQQ260831P00680000,10.65,-2.765,10.94,11.13,130,0.271,-0.2507,0.0045,6700
Mon Aug 31 2026,QQQ260831C00681000,54,6.31,53.18,54.09,2,0.2718,0.747,0.0045,18,681.00,QQQ260831P00681000,10.88,-2.775,11.1,11.34,14,0.2698,-0.255,0.0046,28
Mon Aug 31 2026,QQQ260831C00682000,58.4,0,52.41,53.32,0,0.2708,0.743,0.0046,2,682.00,QQQ260831P00682000,12.37,-1.53,11.31,11.56,26,0.2688,-0.2592,0.0046,39
Mon Aug 31 2026,QQQ260831C00683000,49.94,0,51.73,52.07,0,0.2679,0.7386,0.0046,2,683.00,QQQ260831P00683000,11.73,-2.43,11.52,11.77,24,0.2679,-0.2635,0.0047,403
Mon Aug 31 2026,QQQ260831C00684000,52.3,6.86,50.95,51.29,1,0.267,0.7343,0.0047,5,684.00,QQQ260831P00684000,11.67,-2.74,11.74,11.99,29,0.267,-0.268,0.0048,495
Mon Aug 31 2026,QQQ260831C00685000,49.39,4.65,50.17,50.51,1,0.266,0.7299,0.0047,40,685.00,QQQ260831P00685000,11.73,-3.02,11.96,12.22,76,0.2659,-0.2727,0.0048,268
Mon Aug 31 2026,QQQ260831C00686000,49.7,0,49.4,49.74,0,0.2651,0.7256,0.0048,9,686.00,QQQ260831P00686000,11.93,-3.01,12.2,12.44,16,0.2653,-0.2768,0.0049,48
Mon Aug 31 2026,QQQ260831C00687000,57.69,0,48.63,48.97,0,0.2642,0.721,0.0048,65,687.00,QQQ260831P00687000,12.2,-3.025,12.43,12.67,2,0.2644,-0.2814,0.0049,99
Mon Aug 31 2026,QQQ260831C00688000,42.65,0,47.87,48.21,0,0.2632,0.7166,0.0049,15,688.00,QQQ260831P00688000,12.35,-3.145,12.67,12.91,42,0.2635,-0.286,0.005,82
Mon Aug 31 2026,QQQ260831C00689000,43.33,0,47.11,47.45,0,0.2622,0.712,0.005,4,689.00,QQQ260831P00689000,12.81,-3.03,12.89,13.15,30,0.2623,-0.2911,0.005,69
Mon Aug 31 2026,QQQ260831C00690000,47.06,6,46.37,46.69,4,0.2615,0.7072,0.005,160,690.00,QQQ260831P00690000,13.08,-2.985,13.19,13.39,253,0.2619,-0.2954,0.0051,2419
Mon Aug 31 2026,QQQ260831C00691000,43.96,0,45.6,45.94,0,0.2605,0.7025,0.0051,15,691.00,QQQ260831P00691000,13.1,-3.26,13.39,13.64,28,0.2608,-0.3002,0.0052,35
Mon Aug 31 2026,QQQ260831C00692000,54.79,0,44.85,45.2,0,0.2595,0.6979,0.0051,13,692.00,QQQ260831P00692000,15.91,0,13.63,13.89,0,0.2598,-0.3051,0.0052,43
Mon Aug 31 2026,QQQ260831C00693000,38.64,0,44.11,44.45,0,0.2586,0.693,0.0052,4,693.00,QQQ260831P00693000,13.86,-3.12,13.88,14.14,3,0.2589,-0.31,0.0053,34
Mon Aug 31 2026,QQQ260831C00694000,37.92,0,43.37,43.72,0,0.2576,0.6882,0.0052,24,694.00,QQQ260831P00694000,14,-3.28,14.14,14.4,34,0.2577,-0.3154,0.0053,52
Mon Aug 31 2026,QQQ260831C00695000,38,0,42.64,42.98,0,0.2567,0.6833,0.0053,71,695.00,QQQ260831P00695000,14.22,-3.375,14.4,14.67,46,0.2568,-0.3205,0.0054,372
Mon Aug 31 2026,QQQ260831C00696000,42.79,0,41.91,42.25,0,0.2559,0.6781,0.0054,79,696.00,QQQ260831P00696000,14.12,-3.785,14.67,14.94,22,0.2557,-0.3256,0.0054,127
Mon Aug 31 2026,QQQ260831C00697000,39.39,0,41.18,41.53,0,0.2549,0.6731,0.0054,18,697.00,QQQ260831P00697000,14.61,-3.62,14.94,15.21,321,0.2551,-0.3303,0.0055,359
Mon Aug 31 2026,QQQ260831C00698000,39.73,0,40.46,40.81,0,0.254,0.668,0.0054,43,698.00,QQQ260831P00698000,14.8,-3.75,15.22,15.49,32,0.2539,-0.3361,0.0056,67
Mon Aug 31 2026,QQQ260831C00699000,36.89,0,39.74,40.09,0,0.2531,0.6627,0.0055,13,699.00,QQQ260831P00699000,14.92,-3.945,15.5,15.77,82,0.2533,-0.3409,0.0056,80
Mon Aug 31 2026,QQQ260831C00700000,38.52,4.31,39.05,39.38,14,0.2523,0.6574,0.0056,229,700.00,QQQ260831P00700000,16.02,-3.245,15.8,16.06,795,0.2523,-0.3465,0.0057,2396
Mon Aug 31 2026,QQQ260831C00701000,35.55,0,38.32,38.68,0,0.2513,0.6521,0.0056,14,701.00,QQQ260831P00701000,16.73,-2.805,16.08,16.35,10,0.2514,-0.3517,0.0057,154
Mon Aug 31 2026,QQQ260831C00702000,35.78,2.865,37.62,37.98,6,0.2504,0.6468,0.0057,34,702.00,QQQ260831P00702000,16.32,-3.6,16.38,16.65,2,0.2506,-0.3572,0.0058,150
Mon Aug 31 2026,QQQ260831C00703000,41.6,0,36.92,37.28,0,0.2493,0.6416,0.0057,23,703.00,QQQ260831P00703000,19.11,0,16.68,16.96,0,0.2496,-0.3628,0.0058,78
Mon Aug 31 2026,QQQ260831C00704000,36.58,0,36.23,36.59,0,0.2485,0.6358,0.0058,57,704.00,QQQ260831P00704000,16.98,-3.62,16.99,17.26,66,0.2488,-0.3684,0.0059,134
Mon Aug 31 2026,QQQ260831C00705000,36.85,5.87,35.56,35.9,6,0.2476,0.6303,0.0058,134,705.00,QQQ260831P00705000,17.18,-3.785,17.3,17.58,90,0.2478,-0.3741,0.0059,425
Mon Aug 31 2026,QQQ260831C00706000,35.78,5.415,34.86,35.22,4,0.2466,0.6246,0.0059,43,706.00,QQQ260831P00706000,17.47,-3.95,17.62,17.9,9,0.2469,-0.3799,0.006,105
Mon Aug 31 2026,QQQ260831C00707000,31.84,2.095,34.19,34.55,4,0.2458,0.619,0.0059,80,707.00,QQQ260831P00707000,17.63,-4.13,17.95,18.22,8,0.246,-0.3857,0.006,208
Mon Aug 31 2026,QQQ260831C00708000,32.4,3.275,33.52,33.88,4,0.2448,0.6132,0.006,45,708.00,QQQ260831P00708000,17.92,-4.26,18.28,18.55,5,0.2451,-0.3916,0.0061,126
Mon Aug 31 2026,QQQ260831C00709000,31.41,2.895,32.87,33.22,5,0.244,0.6074,0.006,30,709.00,QQQ260831P00709000,18.39,-4.1,18.6,18.89,16,0.2441,-0.3976,0.0062,84
Mon Aug 31 2026,QQQ260831C00710000,32.21,4.315,32.21,32.53,21,0.243,0.6016,0.0061,355,710.00,QQQ260831P00710000,18.2,-4.705,18.96,19.23,124,0.2433,-0.4036,0.0062,5349
Mon Aug 31 2026,QQQ260831C00711000,31.5,4.19,31.54,31.91,9,0.2421,0.5957,0.0061,167,711.00,QQQ260831P00711000,19.12,-4.175,19.3,19.58,11,0.2423,-0.4097,0.0062,101
Mon Aug 31 2026,QQQ260831C00712000,30.91,4.1,30.89,31.23,12,0.241,0.5901,0.0061,137,712.00,QQQ260831P00712000,20.77,-2.965,19.65,19.93,5,0.2413,-0.4158,0.0063,253
Mon Aug 31 2026,QQQ260831C00713000,30.81,4.68,30.25,30.59,25,0.24,0.5841,0.0062,142,713.00,QQQ260831P00713000,20.03,-4.09,20.01,20.29,6,0.2404,-0.4222,0.0064,106
Mon Aug 31 2026,QQQ260831C00714000,29.53,3.925,29.62,29.96,2,0.2392,0.578,0.0062,26,714.00,QQQ260831P00714000,20.75,-3.835,20.39,20.66,1,0.2396,-0.4285,0.0064,1820
Mon Aug 31 2026,QQQ260831C00715000,29.1,4.12,29.03,29.33,59,0.2386,0.5714,0.0063,843,715.00,QQQ260831P00715000,20.22,-4.785,20.74,21.03,36,0.2386,-0.4346,0.0064,517
Mon Aug 31 2026,QQQ260831C00716000,28.62,4.155,28.37,28.7,8,0.2374,0.5657,0.0063,63,716.00,QQQ260831P00716000,21.5,-3.91,21.12,21.41,1,0.2378,-0.4412,0.0065,170
Mon Aug 31 2026,QQQ260831C00717000,28.65,4.795,27.75,28.09,25,0.2365,0.5594,0.0064,93,717.00,QQQ260831P00717000,21.29,-4.565,21.51,21.79,15,0.2368,-0.4474,0.0065,65
